66	605	616	578	831	6412	7193	1221	5972
67	87	827	77	946	6638	7001	914	6087
68	484	871	376	848	7160	7457	1355	6102
69	636	557	796	628	6689	7339	1193	6146
70	239	321	416	849	6015	6728	560	6168
71	80	559	237	969	5589	6847	639	6208
72	328	636	94	215	6024	7292	964	6328
73	82	543	402	386	6281	6969	625	6344
74	115	955	198	643	6861	7483	1070	6413
75	310	163	799	285	6113	7059	473	6586
76	595	862	798	67	5978	8121	1457	6664
77	748	156	137	186	6792	7577	904	6673
78	108	973	280	646	6209	7780	1081	6699
79	463	857	280	590	7076	8214	1320	6894
80	165	591	14	948	7116	7677	756	6921
81	81	766	536	544	7102	7835	847	6988
82	426	66	420	751	5697	7490	492	6998
83	190	614	588	972	5453	7904	804	7100
84	427	128	295	372	7285	7802	555	7247
85	335	892	718	421	6743	8651	1227	7424
86	358	643	766	704	6967	8435	1001	7434
87	541	897	524	912	8980	9035	1438	7597
88	468	106	480	624	6876	8210	574	7636
89	795	571	743	528	8766	9010	1366	7644
90	727	896	348	523	7740	9361	1623	7738
91	285	20	605	565	5193	8091	305	7786
92	498	934	494	196	8041	9245	1432	7813
93	684	642	427	476	8629	9198	1326	7872
94	474	621	723	872	7652	9283	1095	8188
95	559	126	447	404	7570	8933	685	8248
96	81	273	645	290	8303	8930	354	8576
97	358	834	26	616	9309	9864	1192	8672
98	590	695	588	238	8811	10121	1285	8836
99	540	111	634	504	8592	9727	651	9076
100	705	938	38	142	7150	10756	1643	9113
101	498	128	223	589	8084	9741	626	9115
102	511	139	157	902	6841	9888	650	9238
103	78	559	207	429	9314	9991	637	9354
104	597	94	414	473	9045	10227	691	9536
105	415	844	72	250	8788	10839	1259	9580
106	703	709	139	701	10104	11341	1412	9929
107	557	123	345	598	8835	10642	680	9962
108	20	131	10	783	9134	10135	151	9984
109	468	170	393	237	10469	10633	638	9995
110	229	110	178	821	8434	10373	339	10034
111	250	700	775	980	10030	10984	950	10034
112	650	286	462	484	9773	10980	936	10044
113	319	456	229	159	9979	10834	775	10059
114	456	621	283	914	10505	11177	1077	10100
115	550	693	454	379	10197	11611	1243	10368
116	378	301	367	274	11197	11268	679	10589
117	362	356	187	802	9443	11604	718	10886
118	443	921	201	149	11243	12322	1364	10958
119	556	242	676	208	11440	11771	798	10973
120	601	45	694	52	11527	11642	646	10996
121	367	597	298	4	10403	12129	964	11165
122	657	187	799	894	10418	12122	844	11278
123	481	487	452	191	11746	12251	968	11283
124	152	641	422	394	11222	12106	793	11313
125	517	426	689	891	10652	12301	943	11358
126	92	949	494	860	10996	12406	1041	11365
127	631	440	210	132	10541	12574	1071	11503
128	695	831	187	311	9634	13086	1526	11560
129	528	3	709	629	9780	12366	531	11835
130	31	325	197	802	11368	12202	356	11846
131	557	342	412	325	12386	12833	899	11934
132	365	600	264	566	12706	12908	965	11943
133	54	709	389	839	11603	12878	763	12115
134	766	849	142	568	12736	13809	1615	12194
135	187	940	705	485	12443	13461	1127	12334
136	621	39	399	117	12206	13006	660	12346
137	287	484	750	436	12176	13120	771	12349
138	561	555	125	269	11932	13489	1116	12373
139	481	80	378	665	10777	13072	561	12511
140	461	731	626	680	12980	13727	1192	12535
141	426	564	793	337	12562	13647	990	12657
142	463	972	343	532	13263	14196	1435	12761
143	524	323	593	202	13004	13612	847	12765
144	258	224	155	726	11556	13248	482	12766
145	790	935	686	121	12617	14630	1725	12905
146	319	195	128	970	11013	13484	514	12970
147	170	942	236	754	13359	14226	1112	13114
148	210	150	387	12	12646	13491	360	13131
149	188	405	689	968	11576	13755	593	13162
150	118	755	666	938	11562	14039	873	13166
151	715	879	347	44	11544	14794	1594	13200
152	274	742	563	848	13790	14236	1016	13220
153	689	105	539	684	12475	14107	794	13313
154	593	508	380	466	13853	14535	1101	13434
155	253	282	343	514	13544	13989	535	13454
156	176	758	638	250	12027	14412	934	13478
157	47	173	657	151	12476	13716	220	13496
158	687	641	161	802	13581	14830	1328	13502
159	686	808	640	37	12952	15278	1494	13784
160	368	900	100	744	13935	15080	1268	13812
161	62	406	534	169	12669	14289	468	13821
162	357	20	505	713	12905	14204	377	13827
163	618	558	373	771	14644	15166	1176	13990
164	311	37	382	460	13163	14513	348	14165
165	337	820	59	115	14104	15327	1157	14170
166	74	501	41	936	13169	14788	575	14213
167	234	186	599	472	13261	14763	420	14343
168	474	470	791	895	13658	15396	944	14452
169	442	623	797	305	14755	15537	1065	14472
170	426	438	603	886	13336	15449	864	14585
171	500	484	326	286	14589	15685	984	14701
172	144	703	519	468	13832	15642	847	14795
173	765	854	558	344	15115	16592	1619	14973
174	525	464	476	849	15084	16161	989	15172
175	264	491	445	767	14518	16078	755	15323
176	641	663	50	392	14356	16679	1304	15375
177	98	353	477	757	14323	15842	451	15391
178	667	211	519	12	15402	16367	878	15489
179	495	283	214	702	15754	16472	778	15694
180	382	819	524	475	16592	17089	1201	15888
181	753	836	51	812	16253	17539	1589	15950
182	290	20	274	198	15643	16268	310	15958
183	506	215	254	27	15739	16744	721	16023
184	497	303	398	239	16330	16838	800	16038
185	292	766	393	28	15583	17315	1058	16257
186	511	975	61	830	16361	17811	1486	16325
187	402	665	534	695	17202	17416	1067	16349
188	611	950	405	339	15963	17940	1561	16379
189	400	136	569	558	15534	16941	536	16405
190	700	775	180	863	16395	18092	1475	16617
191	681	206	756	220	17523	17742	887	16855
192	588	216	166	751	15964	17696	804	16892
193	547	716	490	315	17725	18263	1263	17000
194	102	526	653	936	15482	17709	628	17081
195	81	653	220	317	16913	17823	734	17089
196	434	910	764	227	17238	18466	1344	17122
197	111	316	88	590	17142	17676	427	17249
198	148	374	546	448	16900	17773	522	17251
199	677	424	140	795	17379	18358	1101	17257
200	237	432	151	805	16506	17940	669	17271
201	757	681	714	387	18373	18879	1438	17441
202	345	370	559	458	17768	18276	715	17561
203	493	783	48	358	16842	18899	1276	17623
204	732	600	101	985	15613	19024	1332	17692
205	6	455	131	145	17131	18161	461	17700
206	637	404	390	535	18038	18766	1041	17725
207	323	264	567	428	17801	18318	587	17731
208	277	50	126	571	17390	18095	327	17768
209	552	276	610	72	18433	18943	828	18115
210	635	475	512	992	18217	19244	1110	18134
211	266	303	201	251	18699	18915	569	18346
212	768	283	770	992	18656	19419	1051	18368
213	348	7	232	841	16171	18759	355	18404
214	471	167	741	819	16795	19208	638	18570
215	182	183	600	283	18134	18995	365	18630
216	261	817	781	455	17031	19919	1078	18841
217	774	580	750	449	19730	20195	1354	18841
218	648	494	602	487	20154	20301	1142	19159
219	188	447	264	678	18764	19808	635	19173
220	584	827	235	406	17966	20618	1411	19207
221	248	313	16	861	19026	19938	561	19377
222	582	50	560	74	19931	20019	632	19387
223	125	217	373	584	18068	19897	342	19555
224	238	612	138	28	19493	20431	850	19581
225	194	336	445	462	18980	20119	530	19589
226	154	461	673	430	18289	20212	615	19597
227	64	691	542	750	19184	20394	755	19639
228	255	715	625	28	17210	20620	970	19650
229	449	270	634	260	20096	20380	719	19661
230	606	724	154	616	20196	21068	1330	19738
231	495	147	33	768	17861	20391	642	19749
232	635	751	53	218	18963	21150	1386	19764
233	654	147	732	939	19037	20634	801	19833
234	638	730	598	46	18829	21212	1368	19844
235	544	27	50	758	18105	20470	571	19899
236	400	309	6	829	19651	20630	709	19921
237	385	37	394	416	19327	20364	422	19942
238	189	610	630	71	18380	20760	799	19961
239	480	43	392	959	18758	20533	523	20010
240	761	85	111	567	18517	21011	846	20165
241	649	946	515	598	21159	21894	1595	20299
242	110	606	565	611	19681	21028	716	20312
243	171	247	177	833	20010	20869	418	20451
244	534	379	563	43	20940	21378	913	20465
245	73	801	159	839	21238	21389	874	20515
246	720	37	449	146	20416	21364	757	20607
247	235	572	442	955	19618	21544	807	20737
248	673	871	682	822	22175	22290	1544	20746
249	34	371	662	736	17910	21172	405	20767
250	216	217	681	811	18975	21243	433	20810
251	432	268	46	910	20167	21514	700	20814
252	77	359	235	3	20099	21294	436	20858
253	416	812	386	824	21993	22127	1228	20899
254	203	822	547	269	20606	22043	1025	21018
255	405	734	181	765	21645	22247	1139	21108
256	275	87	499	257	20394	21549	362	21187
257	291	207	569	278	21342	21845	498	21347
258	378	775	546	379	21476	22505	1153	21352
259	224	842	511	752	21285	22475	1066	21409
260	200	3	212	615	19915	21624	203	21421
261	245	963	300	523	21132	22726	1208	21518
262	625	46	444	685	19799	22222	671	21551
263	265	761	98	375	21876	22583	1026	21557
264	587	566	259	987	21754	22785	1153	21632
265	56	683	445	713	21986	22412	739	21673
266	532	820	600	311	22519	23278	1352	21926
267	496	532	99	956	22048	22970	1028	21942
268	700	123	650	627	22069	22989	823	22166
269	365	480	606	828	21894	23213	845	22368
270	734	467	300	833	21919	23595	1201	22394
271	264	906	722	289	22325	23566	1170	22396
272	614	915	467	258	22780	23941	1529	22412
273	460	585	320	715	23246	23518	1045	22473
274	584	384	416	309	23305	23636	968	22668
275	212	48	83	988	20656	22952	260	22692
276	296	47	137	570	22183	23150	343	22807
277	324	207	432	878	21551	23406	531	22875
278	424	969	700	870	23612	24299	1393	22906
279	462	543	333	827	23266	23929	1005	22924
280	583	59	384	785	21677	23582	642	22940
281	223	406	165	869	22383	23597	629	22968
282	253	706	698	330	22175	23962	959	23003
283	310	667	619	598	22833	24007	977	23030
284	291	444	88	53	22862	23808	735	23073
285	759	628	584	714	23842	24583	1387	23196
286	155	104	256	845	20747	23566	259	23307
287	317	679	306	903	23546	24305	996	23309
288	310	10	183	153	22991	23751	320	23431
289	787	556	533	18	23346	24893	1343	23550
290	473	815	21	810	24428	24959	1288	23671
291	191	916	425	839	24432	24833	1107	23726
292	335	910	672	443	23564	24999	1245	23754
293	505	566	462	286	24060	24865	1071	23794
294	104	452	295	268	23203	24477	556	23921
295	266	66	30	370	23621	24333	332	24001
296	528	267	653	319	24444	24925	795	24130
297	379	411	648	412	24453	24952	790	24162
298	47	726	5	42	22465	24939	773	24166
299	332	100	322	292	24411	24709	432	24277
300	127	253	521	295	24005	24851	380	24471
